situacion,move_id,altura,startup,latency,agachado,vida_pct,ronda,rondas_propias,rondas_rival,seg_restantes,online,precrouch,nth
true5050,db4,low,18,17,1,68,2,0,1,20,0,0,1
true5050,d4,low,19,18,1,79,2,0,1,18,0,0,2
true5050,uf4,mid,,,0,79,2,0,1,17,0,0,1
true5050,FC df4,low,20,19,1,82,2,0,1,17,0,0,3
true5050,hellsweep,low,18,17,1,89,2,0,1,15,0,0,1
true5050,df2,mid,,,0,89,2,0,1,14,0,0,1
true5050,db4,low,18,17,1,47,2,0,1,13,0,0,2
true5050,d4,low,19,18,1,70,2,0,1,11,0,0,3
true5050,uf4,mid,,,0,70,2,0,1,10,0,0,1
true5050,FC df4,low,20,19,1,84,2,0,1,9,0,0,1
true5050,hellsweep,low,18,17,1,82,2,0,1,8,0,0,2
true5050,df2,mid,,,0,82,2,0,1,7,0,0,1
true5050,db4,low,18,17,1,49,2,0,1,6,0,0,3
timing,hellsweep,low,24,23,1,59,2,0,1,50,0,0,1
timing,db4,low,25,24,1,56,2,0,1,47,0,0,2
timing,d4,low,26,25,1,85,2,0,1,44,0,0,3
timing,FC df4,low,27,26,1,57,2,0,1,42,0,0,1
timing,hellsweep,low,24,23,1,64,2,0,1,39,0,0,2
timing,db4,low,25,24,1,66,2,0,1,36,0,0,3
timing,d4,low,26,25,1,79,2,0,1,33,0,0,1
timing,FC df4,low,27,26,1,41,2,0,1,30,0,0,2
timing,hellsweep,low,24,23,1,69,2,0,1,28,0,0,3
timing,db4,low,25,24,1,86,2,0,1,25,0,0,1
timing,d4,low,26,25,1,79,2,0,1,22,0,0,2
timing,FC df4,low,27,26,1,42,2,0,1,19,0,0,3
timing,hellsweep,low,24,23,1,49,2,0,1,16,0,0,1
timing,db4,low,25,24,1,49,2,0,1,14,0,0,2
timing,d4,low,26,25,1,38,2,0,1,11,0,0,3
timing,FC df4,low,27,26,1,74,2,0,1,8,0,0,1
true5050,hellsweep,low,18,17,1,19,3,1,1,58,0,0,1
true5050,df2,mid,,,0,19,3,1,1,57,0,0,1
true5050,db4,low,18,17,1,21,3,1,1,56,0,0,2
true5050,d4,low,19,18,1,22,3,1,1,54,0,0,3
true5050,uf4,mid,,,0,22,3,1,1,53,0,0,1
true5050,FC df4,low,20,19,1,20,3,1,1,53,0,0,1
true5050,hellsweep,low,18,17,1,25,3,1,1,51,0,0,2
true5050,df2,mid,,,0,25,3,1,1,50,0,0,1
true5050,db4,low,18,17,1,26,3,1,1,49,0,0,3
true5050,d4,low,19,18,1,11,3,1,1,47,0,0,1
true5050,uf4,mid,,,0,11,3,1,1,46,0,0,1
true5050,FC df4,low,20,19,1,29,3,1,1,45,0,0,2
true5050,hellsweep,low,18,17,1,21,3,1,1,44,0,0,3
true5050,df2,mid,,,0,21,3,1,1,43,0,0,1
true5050,db4,low,18,17,1,27,3,1,1,42,0,0,1
true5050,d4,low,19,18,1,9,3,1,1,40,0,0,2
true5050,uf4,mid,,,0,9,3,1,1,39,0,0,1
true5050,FC df4,low,20,19,1,18,3,1,1,38,0,0,3
true5050,hellsweep,low,18,17,1,18,3,1,1,36,0,0,1
true5050,df2,mid,,,0,18,3,1,1,35,0,0,1
true5050,db4,low,18,17,1,23,3,1,1,35,0,0,2
true5050,d4,low,19,18,1,15,3,1,1,33,0,0,3
true5050,uf4,mid,,,0,15,3,1,1,32,0,0,1
true5050,FC df4,low,20,19,1,15,3,1,1,31,0,0,1
true5050,hellsweep,low,18,17,1,31,3,1,1,29,0,0,2
true5050,df2,mid,,,0,31,3,1,1,28,0,0,1
true5050,db4,low,18,17,1,14,3,1,1,27,0,0,3
true5050,d4,low,19,18,1,28,3,1,1,26,0,0,1
true5050,uf4,mid,,,0,28,3,1,1,25,0,0,1
true5050,FC df4,low,20,19,1,11,3,1,1,24,0,0,2
true5050,hellsweep,low,18,17,1,23,3,1,1,22,0,0,3
true5050,df2,mid,,,0,23,3,1,1,21,0,0,1
true5050,db4,low,18,17,1,11,3,1,1,20,0,0,1
true5050,d4,low,19,18,1,24,3,1,1,18,0,0,2
true5050,uf4,mid,,,0,24,3,1,1,17,0,0,1
true5050,FC df4,low,20,19,1,22,3,1,1,17,0,0,3
true5050,hellsweep,low,18,17,1,31,3,1,1,15,0,0,1
true5050,df2,mid,,,0,31,3,1,1,14,0,0,1
true5050,db4,low,18,17,1,19,3,1,1,13,0,0,2
true5050,d4,low,19,18,1,22,3,1,1,11,0,0,3
true5050,uf4,mid,,,0,22,3,1,1,10,0,0,1
true5050,FC df4,low,20,19,1,29,3,1,1,9,0,0,1
true5050,hellsweep,low,18,17,1,16,3,1,1,8,0,0,2
true5050,df2,mid,,,0,16,3,1,1,7,0,0,1
true5050,db4,low,18,17,1,14,3,1,1,6,0,0,3
timing,hellsweep,low,24,23,1,94,3,1,1,50,0,0,1
timing,db4,low,25,24,1,79,3,1,1,47,0,0,2
timing,d4,low,26,25,1,70,3,1,1,44,0,0,3
timing,FC df4,low,27,26,1,74,3,1,1,42,0,0,1
timing,hellsweep,low,24,23,1,88,3,1,1,39,0,0,2
timing,db4,low,25,24,1,94,3,1,1,36,0,0,3
timing,d4,low,26,25,1,36,3,1,1,33,0,0,1
timing,FC df4,low,27,26,1,60,3,1,1,30,0,0,2
timing,hellsweep,low,24,23,1,46,3,1,1,28,0,0,3
timing,db4,low,25,24,1,80,3,1,1,25,0,0,1
timing,d4,low,26,25,1,81,3,1,1,22,0,0,2
timing,FC df4,low,27,26,1,66,3,1,1,19,0,0,3
timing,hellsweep,low,24,23,1,67,3,1,1,16,0,0,1
timing,db4,low,25,24,1,50,3,1,1,14,0,0,2
timing,d4,low,26,25,1,66,3,1,1,11,0,0,3
timing,FC df4,low,27,26,1,86,3,1,1,8,0,0,1
